name,email,date_of_birth_orig,mobile_no_orig,first_name,last_name,date_of_birth,mobile_no,above_18
Joseph Perry,Joseph_Perry@tucker.com,1951-06-16,16254071,Joseph,Perry,19510616,16254071,True
Victoria Moore,Victoria_Moore@ramirez.biz,01/16/1992,6323 2827,Victoria,Moore,19920116,6323 2827,True
Timothy Clark,Timothy_Clark@richardson.com,2013-06-13,3589755,Timothy,Clark,20130613,3589755,False
Nathaniel Wells,Nathaniel_Wells@morris.net,12/19/1958,250749,Nathaniel,Wells,19581219,250749,True
Cindy Pitts,Cindy_Pitts@harris-craig.org,05/02/1986,5364255,Cindy,Pitts,19860502,5364255,True
Travis Johnson,Travis_Johnson@miller-rivera.org,1996/08/05,56146735,Travis,Johnson,19960805,56146735,True
Nichole Townsend,Nichole_Townsend@romero.info,1997-06-06,1175259,Nichole,Townsend,19970606,1175259,True
Jessica Allen,Jessica_Allen@flynn.com,31-10-1966,270669,Jessica,Allen,19661031,270669,True
Charles Wright,Charles_Wright@wilson-huff.com,21-04-2009,361641,Charles,Wright,20090421,361641,False
Laura Lopez,Laura_Lopez@rodriguez.com,1990/12/21,72627367,Laura,Lopez,19901221,72627367,True
Julie Castillo,Julie_Castillo@dodson-park.biz,01/09/1980,86306,Julie,Castillo,19800109,86306,True
Robert Young,Robert_Young@bryan.biz,2001-05-29,8980161,Robert,Young,20010529,8980161,True
Randy Bauer,Randy_Bauer@morgan.org,01/01/2012,3405788,Randy,Bauer,20120101,3405788,False
Joel Webb,Joel_Webb@solis-swanson.com,10/09/1989,3783 9071,Joel,Webb,19891009,3783 9071,True
Christopher Bright,Christopher_Bright@campbell.biz,10/19/1966,3823527,Christopher,Bright,19661019,3823527,True
Maria Reyes,Maria_Reyes@allen-kim.biz,03/06/1989,22751,Maria,Reyes,19890306,22751,True
Christopher Larson,Christopher_Larson@ross.info,05-01-2000,73856,Christopher,Larson,20000501,73856,True
Evan Richardson,Evan_Richardson@patrick-cole.com,27-06-1977,591963,Evan,Richardson,19770627,591963,True
Brittany Salinas,Brittany_Salinas@garrison.com,1979-04-17,4460492,Brittany,Salinas,19790417,4460492,True
Theodore Schultz,Theodore_Schultz@dunn.net,2014/11/12,69146,Theodore,Schultz,20141112,69146,False
Allen Hall,Allen_Hall@murphy.org,1976-01-13,123687,Allen,Hall,19760113,123687,True
Mark Bailey,Mark_Bailey@greer-davis.com,1988/05/08,20746,Mark,Bailey,19880508,20746,True
Ashley Barton,Ashley_Barton@hayes.com,1989-03-14,554769,Ashley,Barton,19890314,554769,True
Melissa Reid,Melissa_Reid@weber.info,07/21/1973,8472955,Melissa,Reid,19730721,8472955,True
Kevin Frazier,Kevin_Frazier@prince.com,2009-10-02,8583765,Kevin,Frazier,20091002,8583765,False
Jacqueline Russell,Jacqueline_Russell@barrett.net,05/21/1979,201495,Jacqueline,Russell,19790521,201495,True
Jeremy Davidson,Jeremy_Davidson@baker.com,04/24/2014,9045282,Jeremy,Davidson,20140424,9045282,False
Vincent Taylor,Vincent_Taylor@taylor-rodriguez.net,07/16/1965,6194315,Vincent,Taylor,19650716,6194315,True
Daniel Alexander,Daniel_Alexander@chang.info,12/09/1969,1288155,Daniel,Alexander,19691209,1288155,True
Katherine Brooks,Katherine_Brooks@mora-hernandez.com,11/11/1966,50836,Katherine,Brooks,19661111,50836,True
Donna Malone,Donna_Malone@brown.com,10/07/1952,8903 8207,Donna,Malone,19521007,8903 8207,True
Sarah Carlson,Sarah_Carlson@morris.net,08/08/2013,598389,Sarah,Carlson,20130808,598389,False
Stephen Stafford,Stephen_Stafford@lambert.info,05/03/1953,4399928,Stephen,Stafford,19530503,4399928,True
Molly Grant,Molly_Grant@porter.com,04/02/1965,5299295,Molly,Grant,19650402,5299295,True
Vanessa Chase,Vanessa_Chase@waters.com,05/10/2007,4979822,Vanessa,Chase,20070510,4979822,False
Katrina Miller,Katrina_Miller@anderson-dawson.biz,25-05-1956,402705,Katrina,Miller,19560525,402705,True
Karen Hancock,Karen_Hancock@brown.com,09/19/1988,9030904,Karen,Hancock,19880919,9030904,True
Raymond Brooks,Raymond_Brooks@spencer.org,08/29/2007,1951664,Raymond,Brooks,20070829,1951664,False
Amanda Reynolds,Amanda_Reynolds@barnes.com,21-10-2016,26241,Amanda,Reynolds,20161021,26241,False
Sandra Marquez,Sandra_Marquez@haynes.com,1993-09-04,6355350,Sandra,Marquez,19930904,6355350,True
Eric Gregory,Eric_Gregory@wagner.com,1961-06-16,5179343,Eric,Gregory,19610616,5179343,True
Mary Allen,Mary_Allen@king-fisher.org,18-11-2010,3142952,Mary,Allen,20101118,3142952,False
Michael Santos,Michael_Santos@ball-larson.com,07/03/1993,40466,Michael,Santos,19930703,40466,True
Ronnie Ali,Ronnie_Ali@powell.com,07/12/1998,240207,Ronnie,Ali,19980712,240207,True
Mr. Jeff Wilson,Jeff_Wilson@booker.biz,12-07-1950,20197287,Mr. Jeff,Wilson,19501207,20197287,True
John Richardson,John_Richardson@mccall.biz,29-04-1966,816681,John,Richardson,19660429,816681,True
Reginald Barnes,Reginald_Barnes@walker-robinson.com,1973-02-14,19884399,Reginald,Barnes,19730214,19884399,True
Joseph Beasley,Joseph_Beasley@woods.org,1989/03/09,816459,Joseph,Beasley,19890309,816459,True
Kyle Brown,Kyle_Brown@williams-benson.com,1987-09-17,4034633,Kyle,Brown,19870917,4034633,True
Ruth Ballard,Ruth_Ballard@byrd-schaefer.info,1994/02/07,7480663,Ruth,Ballard,19940207,7480663,True
Michael Bradley,Michael_Bradley@martin.org,1995/07/29,2320284,Michael,Bradley,19950729,2320284,True
Derek Sandoval,Derek_Sandoval@hernandez-martinez.com,1982/04/07,471009,Derek,Sandoval,19820407,471009,True
Kayla Brown,Kayla_Brown@pierce.info,18-10-1989,54681543,Kayla,Brown,19891018,54681543,True
Rodney Harrison,Rodney_Harrison@johnson.com,1993/11/27,9536472,Rodney,Harrison,19931127,9536472,True
Whitney Sims,Whitney_Sims@moreno-brewer.info,1992-06-20,5640027,Whitney,Sims,19920620,5640027,True
Carly Wagner,Carly_Wagner@johnson.com,1960/06/14,59171,Carly,Wagner,19600614,59171,True
Brett House,Brett_House@rose-clarke.com,11/26/1984,9811 4087,Brett,House,19841126,9811 4087,True
Robert Weaver,Robert_Weaver@young-leonard.com,18-02-1982,39131199,Robert,Weaver,19820218,39131199,True
Steve Gonzalez,Steve_Gonzalez@young.com,1976-11-28,6214727,Steve,Gonzalez,19761128,6214727,True
David Fisher,David_Fisher@davis.info,1992-10-09,16961,David,Fisher,19921009,16961,True
Leonard King,Leonard_King@keller.biz,1977-01-26,20751,Leonard,King,19770126,20751,True
Elizabeth Lewis,Elizabeth_Lewis@rivera-gonzalez.biz,1979/07/30,56666,Elizabeth,Lewis,19790730,56666,True
Nicole Small,Nicole_Small@nolan-randall.com,04/14/1957,8255 3335,Nicole,Small,19570414,8255 3335,True
Anthony Cline,Anthony_Cline@rivera-collier.net,01/25/1989,6423 1171,Anthony,Cline,19890125,6423 1171,True
Spencer Ware,Spencer_Ware@montgomery-lane.com,1980/10/09,74599951,Spencer,Ware,19801009,74599951,True
Willie Erickson,Willie_Erickson@bartlett.com,1991/01/10,53673855,Willie,Erickson,19910110,53673855,True
Brent Moore,Brent_Moore@patel-martin.com,20-10-1992,6751949,Brent,Moore,19921020,6751949,True
Maria Hunt,Maria_Hunt@bennett.com,06/03/1983,571851,Maria,Hunt,19830603,571851,True
Robert Howard,Robert_Howard@kim.info,17-07-1967,80566095,Robert,Howard,19670717,80566095,True
Katherine Smith,Katherine_Smith@bean-king.org,2003-10-29,44340415,Katherine,Smith,20031029,44340415,True
Mrs. Andrea Meza,Andrea_Meza@moreno.com,06/06/1986,56501,Mrs. Andrea,Meza,19860606,56501,True
Nathan Crane,Nathan_Crane@nolan.info,14-03-1978,9432312,Nathan,Crane,19780314,9432312,True
Dr. Douglas Delgado DDS,Douglas_Delgado@davis-lane.com,1978-11-03,5880421,Dr. Douglas,Delgado DDS,19781103,5880421,True
Mariah Garrison,Mariah_Garrison@hogan.biz,15-12-1997,31527511,Mariah,Garrison,19971215,31527511,True
Dennis Perez,Dennis_Perez@kelley.info,1993/11/20,2815674,Dennis,Perez,19931120,2815674,True
Veronica Berry,Veronica_Berry@singh-anderson.com,04-10-2014,819843,Veronica,Berry,20140410,819843,False
Kristine Holland,Kristine_Holland@robertson-lewis.biz,1969-11-05,27426,Kristine,Holland,19691105,27426,True
Daniel Nguyen,Daniel_Nguyen@mccall.com,1959/09/03,37673823,Daniel,Nguyen,19590903,37673823,True
Kelly Gregory,Kelly_Gregory@chan-gonzales.com,15-11-1970,753465,Kelly,Gregory,19701115,753465,True
Shawn Brown,Shawn_Brown@smith-dougherty.org,13-01-2014,884547,Shawn,Brown,20140113,884547,False
Danielle George,Danielle_George@cole.info,12/06/2017,9183 8815,Danielle,George,20171206,9183 8815,False
Tiffany Brown,Tiffany_Brown@stout-thompson.com,02/17/2003,2775 5951,Tiffany,Brown,20030217,2775 5951,True
Alice Freeman,Alice_Freeman@johnson.com,2014/11/05,547245,Alice,Freeman,20141105,547245,False
Daniel Brown,Daniel_Brown@williams-schneider.biz,1965-02-28,38844959,Daniel,Brown,19650228,38844959,True
Jessica Hopkins,Jessica_Hopkins@watkins.com,2007/04/21,877329,Jessica,Hopkins,20070421,877329,False
April Bryant,April_Bryant@edwards-riggs.org,1973-08-26,202863,April,Bryant,19730826,202863,True
Christopher Miller,Christopher_Miller@thornton.com,06/09/1984,69221,Christopher,Miller,19840609,69221,True
Duane Smith,Duane_Smith@garcia-lopez.com,1977-01-15,55906,Duane,Smith,19770115,55906,True
Madeline Sandoval,Madeline_Sandoval@schultz-duncan.biz,02-04-1987,32032871,Madeline,Sandoval,19870204,32032871,True
Dr. Victoria Kirk,Victoria_Kirk@clark.biz,28-12-2017,81082879,Dr. Victoria,Kirk,20171228,81082879,False
Paul Davis,Paul_Davis@berg.com,05/01/2003,978435,Paul,Davis,20030501,978435,True
Robert Dickerson,Robert_Dickerson@howard.biz,1957/07/25,43682807,Robert,Dickerson,19570725,43682807,True
Kevin Lambert Jr.,Kevin_Lambert@hogan.org,1951/03/20,7732992,Kevin,Lambert Jr.,19510320,7732992,True
Sheila Morton,Sheila_Morton@jones.org,2015/07/16,13556935,Sheila,Morton,20150716,13556935,False
Leonard Martinez,Leonard_Martinez@mcbride.com,1956-09-22,14452319,Leonard,Martinez,19560922,14452319,True
Melanie Dennis,Melanie_Dennis@daniels.com,1988-10-24,8830424,Melanie,Dennis,19881024,8830424,True
Melissa Cline,Melissa_Cline@davis.com,29-08-1971,6097904,Melissa,Cline,19710829,6097904,True
Timothy Williams,Timothy_Williams@smith.com,1977-08-22,22536,Timothy,Williams,19770822,22536,True
Kimberly Anderson,Kimberly_Anderson@sandoval-garcia.com,2009/04/11,94200159,Kimberly,Anderson,20090411,94200159,False
Sarah Simmons,Sarah_Simmons@nelson.com,1957/02/04,22621,Sarah,Simmons,19570204,22621,True
Michael Bryan,Michael_Bryan@hall.org,1975-07-17,78181,Michael,Bryan,19750717,78181,True
Peter Lopez DVM,Peter_Lopez@mejia-farrell.com,2018/05/22,58791,Peter,Lopez DVM,20180522,58791,False
Philip Oliver,Philip_Oliver@randolph.com,01/03/2013,7107 7595,Philip,Oliver,20130103,7107 7595,False
Sara Hodges,Sara_Hodges@morrow.com,1975/02/04,343755,Sara,Hodges,19750204,343755,True
Richard Hicks,Richard_Hicks@ferguson-henderson.com,30-11-2007,94751,Richard,Hicks,20071130,94751,False
Michael Brown,Michael_Brown@henry.com,01/12/2010,65131,Michael,Brown,20100112,65131,False
Destiny Roy,Destiny_Roy@wilson.com,1977-05-05,97886,Destiny,Roy,19770505,97886,True
Kimberly Baker,Kimberly_Baker@bowman.com,2002-07-03,7213130,Kimberly,Baker,20020703,7213130,True
Jamie Higgins,Jamie_Higgins@francis.org,1961-10-14,27639911,Jamie,Higgins,19611014,27639911,True
Preston Ferguson III,Preston_Ferguson@rowe.com,08-10-1963,81456,Preston,Ferguson III,19630810,81456,True
Rachel Montgomery,Rachel_Montgomery@flores-martin.net,1995/08/06,26916,Rachel,Montgomery,19950806,26916,True
Rebecca Walls,Rebecca_Walls@mitchell.net,03/17/1973,789609,Rebecca,Walls,19730317,789609,True
Mr. Matthew Collins,Matthew_Collins@wong.biz,04/05/2017,4935834,Mr. Matthew,Collins,20170405,4935834,False
Thomas Forbes,Thomas_Forbes@beck.com,10/23/1959,2503 6935,Thomas,Forbes,19591023,2503 6935,True
Caitlin Shelton,Caitlin_Shelton@hawkins-davis.com,10/05/2014,3707 5271,Caitlin,Shelton,20141005,3707 5271,False
Jennifer Lin,Jennifer_Lin@nichols-mullen.net,10/09/1951,7115557,Jennifer,Lin,19511009,7115557,True
Diana Carney,Diana_Carney@chapman.com,05/16/2008,39066,Diana,Carney,20080516,39066,False
Kevin Mayo,Kevin_Mayo@pope-jones.com,10/29/1976,7623 4311,Kevin,Mayo,19761029,7623 4311,True
Nicholas West,Nicholas_West@smith.com,28-10-1997,6329989,Nicholas,West,19971028,6329989,True
Mitchell Kelley,Mitchell_Kelley@thomas.com,18-10-1979,50086,Mitchell,Kelley,19791018,50086,True
Andre Boyd,Andre_Boyd@bryant.info,1973/01/25,2592423,Andre,Boyd,19730125,2592423,True
James Knight,James_Knight@stein-mendoza.info,07/10/1964,86921,James,Knight,19640710,86921,True
Andrew Lee,Andrew_Lee@moore-love.com,01-11-1981,1923741,Andrew,Lee,19810111,1923741,True
David Clay MD,David_Clay@terry-morris.net,03/05/2018,5449774,David,Clay MD,20180305,5449774,False
Craig Mitchell,Craig_Mitchell@foster-johnson.com,2006-06-07,73048895,Craig,Mitchell,20060607,73048895,False
Jennifer Evans,Jennifer_Evans@gonzalez.org,03-02-1973,72801079,Jennifer,Evans,19730302,72801079,True
Scott Schroeder,Scott_Schroeder@house.com,1967-04-13,3209732,Scott,Schroeder,19670413,3209732,True
Kathleen Gallagher DVM,Kathleen_Gallagher@lynch.net,05/27/2016,8763035,Kathleen,Gallagher DVM,20160527,8763035,False
Benjamin Davis,Benjamin_Davis@stanton.com,16-01-1999,66021,Benjamin,Davis,19990116,66021,True
Luis Mathis,Luis_Mathis@norris.com,1958-08-05,46776,Luis,Mathis,19580805,46776,True
Rachel Thomas,Rachel_Thomas@rangel.com,1953-06-12,34301,Rachel,Thomas,19530612,34301,True
Erin Henry,Erin_Henry@hester.com,02-03-2002,483099,Erin,Henry,20020203,483099,True
Daniel Chen,Daniel_Chen@little.com,1952/07/16,46750383,Daniel,Chen,19520716,46750383,True
Katie Parker,Katie_Parker@wilson-henry.biz,24-11-1981,707769,Katie,Parker,19811124,707769,True
Melissa Robinson,Melissa_Robinson@jackson.net,01/08/2001,294459,Melissa,Robinson,20010108,294459,True
Samuel Dalton,Samuel_Dalton@marquez.com,1996-09-16,75194711,Samuel,Dalton,19960916,75194711,True
Nicole Jones,Nicole_Jones@smith.com,07-08-1993,5026750,Nicole,Jones,19930708,5026750,True
James Baker,James_Baker@ramirez.com,2002-03-28,33356,James,Baker,20020328,33356,True
Amanda Hopkins,Amanda_Hopkins@davis.com,1970/06/05,41586,Amanda,Hopkins,19700605,41586,True
Eric Rodriguez,Eric_Rodriguez@harris-little.biz,1961-08-03,8302799,Eric,Rodriguez,19610803,8302799,True
Rebecca Gallagher MD,Rebecca_Gallagher@miller-carter.org,09/16/1967,4859 5111,Rebecca,Gallagher MD,19670916,4859 5111,True
Paul Daniels,Paul_Daniels@harris-matthews.info,2015/08/02,79267879,Paul,Daniels,20150802,79267879,False
Stephanie Green,Stephanie_Green@berry-williams.net,01/01/1974,45771,Stephanie,Green,19740101,45771,True
Beth Stone,Beth_Stone@nguyen-alvarez.com,31-03-1990,4103408,Beth,Stone,19900331,4103408,True
Paul King,Paul_King@humphrey-castaneda.com,1985-07-25,5578210,Paul,King,19850725,5578210,True
Lauren Kelly,Lauren_Kelly@fox.com,28-03-2014,90667583,Lauren,Kelly,20140328,90667583,False
Laura Pierce,Laura_Pierce@graves-sanchez.com,19-09-1975,5761036,Laura,Pierce,19750919,5761036,True
Heather Bennett,Heather_Bennett@hamilton-blair.com,2002/01/05,64795847,Heather,Bennett,20020105,64795847,True
Jasmine Flores,Jasmine_Flores@collins.info,10-04-1956,21325447,Jasmine,Flores,19561004,21325447,True
Sarah Chandler,Sarah_Chandler@hodge-garza.com,05/12/1961,86376,Sarah,Chandler,19610512,86376,True
Denise Miller,Denise_Miller@williams-johnson.com,26-08-2015,18049735,Denise,Miller,20150826,18049735,False
Randy Moyer,Randy_Moyer@jennings-brown.com,06/17/2003,3295 8939,Randy,Moyer,20030617,3295 8939,True
Megan Perry,Megan_Perry@wilkinson-miller.com,01-09-1994,357879,Megan,Perry,19940109,357879,True
David Weber,David_Weber@green.net,05/22/1966,459531,David,Weber,19660522,459531,True
Michael Hoffman,Michael_Hoffman@morrow.com,1978-11-11,36611,Michael,Hoffman,19781111,36611,True
Amy Townsend,Amy_Townsend@shields.com,1995-06-23,41826,Amy,Townsend,19950623,41826,True
Martin Larson,Martin_Larson@rodriguez-glover.info,2001/01/16,1816949,Martin,Larson,20010116,1816949,True
Savannah Hampton,Savannah_Hampton@michael.org,1973-02-15,4997210,Savannah,Hampton,19730215,4997210,True
Amanda Chavez,Amanda_Chavez@henry.biz,18-10-1984,521403,Amanda,Chavez,19841018,521403,True
Tina Campos,Tina_Campos@taylor-collins.com,01/26/1998,708819,Tina,Campos,19980126,708819,True
Beth Morales,Beth_Morales@leon-mayer.info,30-05-1986,22507695,Beth,Morales,19860530,22507695,True
Mark Johnson,Mark_Johnson@woods-benitez.info,29-01-2002,710571,Mark,Johnson,20020129,710571,True
Emily Kramer,Emily_Kramer@wallace.com,1982/03/18,728919,Emily,Kramer,19820318,728919,True
Scott Jackson,Scott_Jackson@evans.com,1989/05/14,52126,Scott,Jackson,19890514,52126,True
Kayla Stanley,Kayla_Stanley@williams.com,01-01-1959,6075784,Kayla,Stanley,19590101,6075784,True
Heather Combs,Heather_Combs@powell.com,04/28/1959,1851 8647,Heather,Combs,19590428,1851 8647,True
Samantha Watson,Samantha_Watson@bryant.com,1998/07/16,344691,Samantha,Watson,19980716,344691,True
John Taylor,John_Taylor@pierce.com,1980-06-17,64181,John,Taylor,19800617,64181,True
Kristen Waller,Kristen_Waller@campbell.com,10/21/1955,45451,Kristen,Waller,19551021,45451,True
Robert Chang,Robert_Chang@odonnell-mitchell.com,20-12-2015,23696,Robert,Chang,20151220,23696,False
Elizabeth Berry,Elizabeth_Berry@gross.com,1960-11-12,48236,Elizabeth,Berry,19601112,48236,True
Leslie Estes,Leslie_Estes@torres.com,1978-10-04,478377,Leslie,Estes,19781004,478377,True
Joseph Wilson,Joseph_Wilson@rogers.biz,1989/12/10,36511255,Joseph,Wilson,19891210,36511255,True
Austin Ramirez,Austin_Ramirez@young.com,04/06/2001,7669537,Austin,Ramirez,20010406,7669537,True
Stephanie Martinez,Stephanie_Martinez@boone-wilson.net,01-09-1951,794511,Stephanie,Martinez,19510109,794511,True
Trevor Valenzuela,Trevor_Valenzuela@cline-espinoza.info,1991/09/11,67310711,Trevor,Valenzuela,19910911,67310711,True
Jaime Perez,Jaime_Perez@pierce.net,19-08-1958,611913,Jaime,Perez,19580819,611913,True
Randy Stone,Randy_Stone@lopez-andrews.com,1991/12/16,8196714,Randy,Stone,19911216,8196714,True
Elizabeth Delgado,Elizabeth_Delgado@pena-mcdonald.com,10/01/2006,46356,Elizabeth,Delgado,20061001,46356,False
Anthony Scott,Anthony_Scott@carson.com,1976/09/01,52181,Anthony,Scott,19760901,52181,True
Cody Johnson,Cody_Johnson@robinson.info,1960/02/28,5141718,Cody,Johnson,19600228,5141718,True
Bryan Hall,Bryan_Hall@wang.com,2016-02-05,558609,Bryan,Hall,20160205,558609,False
Sergio Day,Sergio_Day@guzman-garrett.com,1951-05-31,27091295,Sergio,Day,19510531,27091295,True
Nicole Wiggins,Nicole_Wiggins@santiago.com,2002-10-09,229023,Nicole,Wiggins,20021009,229023,True
Kathleen Turner,Kathleen_Turner@wells.com,17-03-2008,23346431,Kathleen,Turner,20080317,23346431,False
Joshua Holland,Joshua_Holland@pittman.com,06-03-1950,5411743,Joshua,Holland,19500603,5411743,True
Jessica Miller,Jessica_Miller@morton.com,06/08/1959,147843,Jessica,Miller,19590608,147843,True
Alex Moore,Alex_Moore@santos.net,1994/11/11,5342233,Alex,Moore,19941111,5342233,True
Julie Boyd,Julie_Boyd@white-george.com,1969-09-06,47949079,Julie,Boyd,19690906,47949079,True
Tara Barnes,Tara_Barnes@shepherd.com,08/01/1954,4223 2079,Tara,Barnes,19540801,4223 2079,True
Heather Brown,Heather_Brown@wolfe.com,2014/07/15,178077,Heather,Brown,20140715,178077,False
Michelle Gutierrez PhD,Michelle_Gutierrez@campbell.com,08/11/1998,8047852,Michelle,Gutierrez PhD,19980811,8047852,True
Tiffany Brown,Tiffany_Brown@wright.com,04/28/1961,536169,Tiffany,Brown,19610428,536169,True
Alicia Todd,Alicia_Todd@barnett.com,03-07-1967,54896,Alicia,Todd,19670307,54896,True
Annette Morris,Annette_Morris@sosa.net,08/26/2009,3860004,Annette,Morris,20090826,3860004,False
Lindsey Hines,Lindsey_Hines@walker.org,1996-01-25,2161706,Lindsey,Hines,19960125,2161706,True
John Harmon,John_Harmon@blake.org,1992-11-16,97461,John,Harmon,19921116,97461,True
Alexis Williams,Alexis_Williams@miller.com,09/27/2005,3939 4983,Alexis,Williams,20050927,3939 4983,False
Andrea Oliver,Andrea_Oliver@frazier.com,05/05/1956,865773,Andrea,Oliver,19560505,865773,True
Darrell Smith,Darrell_Smith@crawford.com,1963-07-23,12376,Darrell,Smith,19630723,12376,True
Patrick Hendrix,Patrick_Hendrix@jones.com,09/17/2006,8347 9771,Patrick,Hendrix,20060917,8347 9771,False
Matthew Bruce,Matthew_Bruce@vaughn.com,1970-05-19,14221,Matthew,Bruce,19700519,14221,True
Steven Ortiz,Steven_Ortiz@hamilton.com,06-05-1967,15073183,Steven,Ortiz,19670605,15073183,True
Jimmy Navarro,Jimmy_Navarro@sharp-lewis.biz,1971/04/22,76241,Jimmy,Navarro,19710422,76241,True
Anthony Friedman,Anthony_Friedman@richards.biz,12/10/1969,7786738,Anthony,Friedman,19691210,7786738,True
Michael Barrett,Michael_Barrett@walters.com,04/06/1966,27486,Michael,Barrett,19660406,27486,True
Catherine Taylor,Catherine_Taylor@moore.com,03/29/1973,1991837,Catherine,Taylor,19730329,1991837,True
John Ross,John_Ross@welch.com,1988-10-12,69781,John,Ross,19881012,69781,True
Michael Austin,Michael_Austin@gomez.org,08-11-2014,60121,Michael,Austin,20140811,60121,False
Troy Warren,Troy_Warren@ortiz.net,1954/11/15,25996,Troy,Warren,19541115,25996,True
